thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
114,5.300000000000001,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,iRTK-jsfleg,https://www.youtube.com/watch?v=iRTK-jsfleg,95% of People STILL Prompt ChatGPT-5 Wrong,2025-09-23T13:15:09Z,5047,1,297,22,0,0,0,0,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,95% of youtubers says they have metrics on how users uses chatGPT when 95% of them never shows where these metrics comes from!
115,5.300000000000001,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,qMWeIXdyE2Y,https://www.youtube.com/watch?v=qMWeIXdyE2Y,Anthropic might be DONE (48 hours left),2026-02-26T02:52:36Z,2841,1,287,61,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,US Military with unrestricted access to powerful AI systems with all safety features turned off... WHAT COULD POSSIBLY GO WRONG
116,5.300000000000001,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,WSCbyIMXwS4,https://www.youtube.com/watch?v=WSCbyIMXwS4,"OPUS 4.6 is a bit ""TOO SMART""",2026-02-09T23:25:03Z,3101,1,119,39,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,If AI. Can run a business. They can run a government.
117,5.3,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCWkYXtnAuu7VTLPwUcRSB6A,bYwDiLgIA3A,https://www.youtube.com/watch?v=bYwDiLgIA3A,Stassie x Kylie: Introducing Our Collab,2022-06-11T20:01:50Z,8254,2,3715,24,0,0,0,0,1,0,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; higher engagement,Give us a blog with Stassie! We wanna see behind the scenes of ur friendship and protects you do together
118,5.3,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UCWkYXtnAuu7VTLPwUcRSB6A,UOSIRa41a_Q,https://www.youtube.com/watch?v=UOSIRa41a_Q,Kylie Behind the Scenes - Halloween Collection,2018-10-08T19:30:08Z,21169,2,1438,36,0,0,0,0,1,0,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; higher engagement,I saw BTS and clicked even if it’s not actually BTS sksk
119,5.3,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UCWkYXtnAuu7VTLPwUcRSB6A,UOSIRa41a_Q,https://www.youtube.com/watch?v=UOSIRa41a_Q,Kylie Behind the Scenes - Halloween Collection,2018-10-08T19:30:08Z,21170,3,777,26,0,0,0,0,1,0,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; higher engagement,I thought this video was going to be about BTS 😂🤣 Edit: thanks so much for the likes 💜
120,5.270074217898627,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,XyFWTqWbD9s,https://www.youtube.com/watch?v=XyFWTqWbD9s,The SCARIEST Real Videos on the INTERNET,2026-01-25T14:02:00Z,17536,5,30,1,0,0,0,1,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,That is so fake + plus the screams are audio imposed on the actual recording.
121,5.258519498828419,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,O53AjrGri50,https://www.youtube.com/watch?v=O53AjrGri50,LAZY SKINCARE is still skincare!! #skincare #makeupprep #kbeauty #oliveyoung #oliveyoungglobal,2026-02-05T20:30:00Z,21781,4,11,5,0,0,0,1,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,"I’m kind of confused how this is different from any other skin care product? Using the moisturizing one as an example: How is that any different then slapping on a moisturizing cream before applying my makeup? What is the thing that makes it the equivalent of a face mask? I’m not saying the product is bad, but the 30 second face mask claim just seems like a marketing gimmick. Granted im not entirely sure the effectiveness of a sheet face mask compared to regular skincare products. I always figured its just that you’re letting your skin absorb more product."
122,5.252474496078976,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,OHJb4Hr_0Sg,https://www.youtube.com/watch?v=OHJb4Hr_0Sg,the end of OpenClaw,2026-02-17T02:29:42Z,3001,1,226,7,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,Wink Twice if AI hurt you.
123,5.250610901946877,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,yuW0939jtco,https://www.youtube.com/watch?v=yuW0939jtco,the SCARIEST chart in AI,2026-02-24T04:45:50Z,2889,9,33,3,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; higher engagement,When describing exponentials people remember to double the capability but forget to half the time it takes.
124,5.247293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,VE2Uxb9Fz7I,https://www.youtube.com/watch?v=VE2Uxb9Fz7I,Claude Cowork Explained,2026-02-12T14:51:02Z,5959,5,1,0,0,0,0,0,1,1,1,0,3,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; AI mention in comment,"""Organize your receipts?"" How does it know what's a receipt? And it can scan/read all the formats your receipts might be in? Draft an email? Ya, I can get chatgpt to do that too...I can get Grammarly to do that. ""Respond to my boss on slack""...?... seriously? Doesn't Claude now understand the business I'm in and can respond to my boss for me? This is pure garbage. Organize some stuff? Sure. Create content...yep. So, let's call a spade a spade at this point."
125,5.242897124591876,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,oO9GLC2iKy8,https://www.youtube.com/watch?v=oO9GLC2iKy8,"The Productivity System I Taught to 6,642 Googlers",2025-10-21T13:01:38Z,4986,12,26,4,0,0,0,1,0,0,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; higher engagement,📈 The Workspace Academy - https://academy.jeffsu.org/workspace-academy?utm_source=youtube&utm_medium=video&utm_campaign=191 TIMESTAMPS 00:00 The Productivity System I Taught at Google 00:28 The Basics 01:05 The CORE Workflow in Action 02:50 Why This Works 04:10 Breaking Down the CORE Workflow 06:53 Recap of My Productivity System
126,5.236779646103002,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,3KRoJHT8zF8,https://www.youtube.com/watch?v=3KRoJHT8zF8,The Internet’s Darkest Real Footage,2026-02-08T14:05:00Z,13796,9,8,6,0,0,0,1,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,"11:00 Fake AF! Why would you sleep with a Scarf around your Neck!? And placed the Scarf perfectly , c'mon now 🤣. That's the dumbest s*it i ever saw! And you can clearly see there's a String who was Pulling the Scarf! 13:07 look at the Books on the table behind her, you can see it's Fake and that it had been edited!"
127,5.229676221789816,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,Re79GF_fxik,https://www.youtube.com/watch?v=Re79GF_fxik,The World’s Most Wanted Woman,2025-05-27T11:06:04Z,17354,14,63,3,0,0,0,1,0,1,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,"I swear the visual quality of your videos gets better with every release. As a graphic designer, I genuinely get inspired watching some of the graphical flourishes (the inversion/overlay filters, bold colors, spacing of content) and I cannot get enough. Keep up the insane production value, in a day and age where AI slop is everywhere you guys are one of the few bastions of good content remaining."
128,5.222854293332478,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,1kFouZyNWoc,https://www.youtube.com/watch?v=1kFouZyNWoc,Ranking The Best AI Chatbots,2025-11-23T19:00:02Z,19230,2,22,4,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel; higher engagement,Wild to see ChatGPT beat Claude .
129,5.222371283043694,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,BF2k_fKuCVM,https://www.youtube.com/watch?v=BF2k_fKuCVM,AI Agents explained in 3 steps,2025-05-08T13:18:56Z,19505,1,298,3,0,0,0,0,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"The way AI agents decide and act on goals without step-by-step control is a little unsettling tbh, but I keep tabs on what answers are out there with AI Carma just in case."
130,5.211833301098893,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,v_K5yfl2690,https://www.youtube.com/watch?v=v_K5yfl2690,"powder blush isn't dead, you're just applying it wrong #makeuphacks #makeup",2026-02-13T20:30:00Z,10055,9,13,2,0,0,0,1,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,"If you have a round face, do not apply blush like this, it looks soooo bad, I finally started applying my blush on the apples of my cheeks in a lower rounded shape and omg it looks so much better than when I was trying to do what everyone else was doing"
131,5.205120959635381,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Lifestyle,UCFYmHH-NN77kuOjd9nAFk0A,mc51WcBhhng,https://www.youtube.com/watch?v=mc51WcBhhng,"Testing Absolutely Unhinged ""Pickup Lines"" on Fubuki ai 😭🙏",2025-12-29T16:59:46Z,25441,1,219,4,1,1,0,0,0,1,1,0,181,0.03867403314917127,0.04419889502762431,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,No AI is safe from this man 😭🙏
132,5.202863113645295,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,dzXlXjfFGb0,https://www.youtube.com/watch?v=dzXlXjfFGb0,Building unhinged AI projects?,2025-11-06T16:01:04Z,19259,2,28,2,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel; higher engagement,"I actually used YOUR video on learning programming (Python) to make a Python curriculum, and because I'm a writer I made Chat GPT roleplay as a creative writing professor to teach me Python through horror literature -- anyhow six months later and now I'm an Apprentice AI Engineer in aviation, and my interview project was titled ""Learning Python through Creative Writing - Haunted ChatGPT"" XD"
133,5.188396010930994,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,1kFouZyNWoc,https://www.youtube.com/watch?v=1kFouZyNWoc,Ranking The Best AI Chatbots,2025-11-23T19:00:02Z,19229,1,45,3,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,Copilot doesn’t deserve to be in this list
